TimeSec,CurX,CurY,CurZ,TgtX,TgtY,TgtZ
1.75104e+09,0.143722,1.19331e-06,1.0044,0.156174,-0.00455015,0.988666
1.75104e+09,0.180633,-0.00046075,0.999112,0.156174,-0.00455015,0.988666
1.75104e+09,0.180633,-0.00046075,0.999112,0.156174,-0.00455015,0.988666
1.75104e+09,0.180633,-0.00046075,0.999112,0.156174,-0.00455015,0.988666
1.75104e+09,0.180633,-0.00046075,0.999112,0.156174,-0.00455015,0.988666
1.75104e+09,0.180633,-0.00046075,0.999112,0.16156,-0.00594242,0.983297
1.75104e+09,0.180633,-0.00046075,0.999112,0.16156,-0.00594242,0.983297
1.75104e+09,0.180633,-0.00046075,0.999112,0.16156,-0.00594242,0.983297
1.75104e+09,0.180633,-0.00046075,0.999112,0.16156,-0.00594242,0.983297
1.75104e+09,0.180633,-0.00046075,0.999112,0.16156,-0.00594242,0.983297
1.75104e+09,0.180633,-0.00046075,0.999112,0.16156,-0.00594242,0.983297
1.75104e+09,0.180633,-0.00046075,0.999112,0.16156,-0.00594242,0.983297
1.75104e+09,0.180633,-0.00046075,0.999112,0.16156,-0.00594242,0.983297
1.75104e+09,0.224067,-0.00176904,0.98949,0.16156,-0.00594242,0.983297
1.75104e+09,0.224067,-0.00176904,0.98949,0.16156,-0.00594242,0.983297
1.75104e+09,0.224067,-0.00176904,0.98949,0.166943,-0.00727408,0.977966
1.75104e+09,0.224067,-0.00176904,0.98949,0.166943,-0.00727408,0.977966
1.75104e+09,0.224067,-0.00176904,0.98949,0.166943,-0.00727408,0.977966
1.75104e+09,0.224067,-0.00176904,0.98949,0.166943,-0.00727408,0.977966
1.75104e+09,0.224067,-0.00176904,0.98949,0.166943,-0.00727408,0.977966
1.75104e+09,0.224067,-0.00176904,0.98949,0.166943,-0.00727408,0.977966
1.75104e+09,0.224067,-0.00176904,0.98949,0.166943,-0.00727408,0.977966
1.75104e+09,0.224067,-0.00176904,0.98949,0.166943,-0.00727408,0.977966
1.75104e+09,0.224067,-0.00176904,0.98949,0.166943,-0.00727408,0.977966
1.75104e+09,0.235088,0.000521104,0.985175,0.166943,-0.00727408,0.977966
1.75104e+09,0.235088,0.000521104,0.985175,0.172321,-0.00854609,0.972675
1.75104e+09,0.235088,0.000521104,0.985175,0.172321,-0.00854609,0.972675
1.75104e+09,0.235088,0.000521104,0.985175,0.172321,-0.00854609,0.972675
1.75104e+09,0.235088,0.000521104,0.985175,0.172321,-0.00854609,0.972675
1.75104e+09,0.235088,0.000521104,0.985175,0.172321,-0.00854609,0.972675
1.75104e+09,0.235088,0.000521104,0.985175,0.172321,-0.00854609,0.972675
1.75104e+09,0.235088,0.000521104,0.985175,0.172321,-0.00854609,0.972675
1.75104e+09,0.235088,0.000521104,0.985175,0.172321,-0.00854609,0.972675
1.75104e+09,0.216041,0.00931662,0.988552,0.172321,-0.00854609,0.972675
1.75104e+09,0.216041,0.00931662,0.988552,0.172321,-0.00854609,0.972675
1.75104e+09,0.216041,0.00931662,0.988552,0.177692,-0.00975943,0.967422
1.75104e+09,0.216041,0.00931662,0.988552,0.177692,-0.00975943,0.967422
1.75104e+09,0.216041,0.00931662,0.988552,0.177692,-0.00975943,0.967422
1.75104e+09,0.216041,0.00931662,0.988552,0.177692,-0.00975943,0.967422
1.75104e+09,0.216041,0.00931662,0.988552,0.177692,-0.00975943,0.967422
1.75104e+09,0.216041,0.00931662,0.988552,0.177692,-0.00975943,0.967422
1.75104e+09,0.216041,0.00931662,0.988552,0.177692,-0.00975943,0.967422
1.75104e+09,0.216041,0.00931662,0.988552,0.177692,-0.00975943,0.967422
1.75104e+09,0.216041,0.00931662,0.988552,0.177692,-0.00975943,0.967422
1.75104e+09,0.216041,0.00931662,0.988552,0.177692,-0.00975943,0.967422
1.75104e+09,0.182797,0.00190033,0.995216,0.183056,-0.0109151,0.962209
1.75104e+09,0.182797,0.00190033,0.995216,0.183056,-0.0109151,0.962209
1.75104e+09,0.182797,0.00190033,0.995216,0.183056,-0.0109151,0.962209
1.75104e+09,0.182797,0.00190033,0.995216,0.183056,-0.0109151,0.962209
1.75104e+09,0.182797,0.00190033,0.995216,0.183056,-0.0109151,0.962209
1.75104e+09,0.182797,0.00190033,0.995216,0.183056,-0.0109151,0.962209
1.75104e+09,0.182797,0.00190033,0.995216,0.183056,-0.0109151,0.962209
1.75104e+09,0.182797,0.00190033,0.995216,0.183056,-0.0109151,0.962209
1.75104e+09,0.182797,0.00190033,0.995216,0.183056,-0.0109151,0.962209
1.75104e+09,0.182797,0.00190033,0.995216,0.183056,-0.0109151,0.962209
1.75104e+09,0.182797,0.00190033,0.995216,0.188412,-0.012014,0.957036
1.75104e+09,0.142243,-0.00284214,1.00021,0.188412,-0.012014,0.957036
1.75104e+09,0.142243,-0.00284214,1.00021,0.188412,-0.012014,0.957036
1.75104e+09,0.142243,-0.00284214,1.00021,0.188412,-0.012014,0.957036
1.75104e+09,0.142243,-0.00284214,1.00021,0.188412,-0.012014,0.957036
1.75104e+09,0.142243,-0.00284214,1.00021,0.188412,-0.012014,0.957036
1.75104e+09,0.142243,-0.00284214,1.00021,0.188412,-0.012014,0.957036
1.75104e+09,0.142243,-0.00284214,1.00021,0.188412,-0.012014,0.957036
1.75104e+09,0.142243,-0.00284214,1.00021,0.188412,-0.012014,0.957036
1.75104e+09,0.142243,-0.00284214,1.00021,0.188412,-0.012014,0.957036
1.75104e+09,0.142243,-0.00284214,1.00021,0.193758,-0.0130571,0.951903
1.75104e+09,0.142243,-0.00284214,1.00021,0.193758,-0.0130571,0.951903
1.75104e+09,0.0865422,-0.00610202,1.02054,0.193758,-0.0130571,0.951903
1.75104e+09,0.0865422,-0.00610202,1.02054,0.193758,-0.0130571,0.951903
1.75104e+09,0.0865422,-0.00610202,1.02054,0.193758,-0.0130571,0.951903
1.75104e+09,0.0865422,-0.00610202,1.02054,0.193758,-0.0130571,0.951903
1.75104e+09,0.0865422,-0.00610202,1.02054,0.193758,-0.0130571,0.951903
1.75104e+09,0.0865422,-0.00610202,1.02054,0.193758,-0.0130571,0.951903
1.75104e+09,0.0865422,-0.00610202,1.02054,0.193758,-0.0130571,0.951903
1.75104e+09,0.0865422,-0.00610202,1.02054,0.193758,-0.0130571,0.951903
1.75104e+09,0.0865422,-0.00610202,1.02054,0.199094,-0.0140454,0.946811
1.75104e+09,0.0865422,-0.00610202,1.02054,0.199094,-0.0140454,0.946811
1.75104e+09,0.113134,-0.00443644,1.02044,0.199094,-0.0140454,0.946811
1.75104e+09,0.113134,-0.00443644,1.02044,0.199094,-0.0140454,0.946811
1.75104e+09,0.113134,-0.00443644,1.02044,0.199094,-0.0140454,0.946811
1.75104e+09,0.113134,-0.00443644,1.02044,0.199094,-0.0140454,0.946811
1.75104e+09,0.113134,-0.00443644,1.02044,0.199094,-0.0140454,0.946811
1.75104e+09,0.113134,-0.00443644,1.02044,0.199094,-0.0140454,0.946811
1.75104e+09,0.113134,-0.00443644,1.02044,0.199094,-0.0140454,0.946811
1.75104e+09,0.113134,-0.00443644,1.02044,0.199094,-0.0140454,0.946811
1.75104e+09,0.113134,-0.00443644,1.02044,0.204418,-0.0149798,0.94176
1.75104e+09,0.113134,-0.00443644,1.02044,0.204418,-0.0149798,0.94176
1.75104e+09,0.113134,-0.00443644,1.02044,0.204418,-0.0149798,0.94176
1.75104e+09,0.147879,-0.00341913,1.01855,0.204418,-0.0149798,0.94176
1.75104e+09,0.147879,-0.00341913,1.01855,0.204418,-0.0149798,0.94176
1.75104e+09,0.147879,-0.00341913,1.01855,0.204418,-0.0149798,0.94176
1.75104e+09,0.147879,-0.00341913,1.01855,0.204418,-0.0149798,0.94176
1.75104e+09,0.147879,-0.00341913,1.01855,0.204418,-0.0149798,0.94176
1.75104e+09,0.147879,-0.00341913,1.01855,0.204418,-0.0149798,0.94176
1.75104e+09,0.147879,-0.00341913,1.01855,0.20973,-0.0158614,0.93675
1.75104e+09,0.147879,-0.00341913,1.01855,0.20973,-0.0158614,0.93675
1.75104e+09,0.147879,-0.00341913,1.01855,0.20973,-0.0158614,0.93675
1.75104e+09,0.147879,-0.00341913,1.01855,0.20973,-0.0158614,0.93675
1.75104e+09,0.147879,-0.00341913,1.01855,0.20973,-0.0158614,0.93675
1.75104e+09,0.193672,-0.0209174,1.00974,0.20973,-0.0158614,0.93675
1.75104e+09,0.193672,-0.0209174,1.00974,0.20973,-0.0158614,0.93675
1.75104e+09,0.193672,-0.0209174,1.00974,0.20973,-0.0158614,0.93675
1.75104e+09,0.193672,-0.0209174,1.00974,0.20973,-0.0158614,0.93675
1.75104e+09,0.193672,-0.0209174,1.00974,0.20973,-0.0158614,0.93675
1.75104e+09,0.193672,-0.0209174,1.00974,0.215027,-0.0166911,0.931782
1.75104e+09,0.193672,-0.0209174,1.00974,0.215027,-0.0166911,0.931782
1.75104e+09,0.193672,-0.0209174,1.00974,0.215027,-0.0166911,0.931782
1.75104e+09,0.193672,-0.0209174,1.00974,0.215027,-0.0166911,0.931782
1.75104e+09,0.193672,-0.0209174,1.00974,0.215027,-0.0166911,0.931782
1.75104e+09,0.193672,-0.0209174,1.00974,0.215027,-0.0166911,0.931782
1.75104e+09,0.258829,-0.0559876,0.979592,0.215027,-0.0166911,0.931782
1.75104e+09,0.258829,-0.0559876,0.979592,0.215027,-0.0166911,0.931782
1.75104e+09,0.258829,-0.0559876,0.979592,0.215027,-0.0166911,0.931782
1.75104e+09,0.258829,-0.0559876,0.979592,0.215027,-0.0166911,0.931782
1.75104e+09,0.258829,-0.0559876,0.979592,0.22031,-0.0174699,0.926856
1.75104e+09,0.258829,-0.0559876,0.979592,0.22031,-0.0174699,0.926856
1.75104e+09,0.258829,-0.0559876,0.979592,0.22031,-0.0174699,0.926856
1.75104e+09,0.258829,-0.0559876,0.979592,0.22031,-0.0174699,0.926856
1.75104e+09,0.258829,-0.0559876,0.979592,0.22031,-0.0174699,0.926856
1.75104e+09,0.258829,-0.0559876,0.979592,0.22031,-0.0174699,0.926856
1.75104e+09,0.29635,-0.0785164,0.95281,0.22031,-0.0174699,0.926856
1.75104e+09,0.29635,-0.0785164,0.95281,0.22031,-0.0174699,0.926856
1.75104e+09,0.29635,-0.0785164,0.95281,0.22031,-0.0174699,0.926856
1.75104e+09,0.29635,-0.0785164,0.95281,0.22031,-0.0174699,0.926856
1.75104e+09,0.29635,-0.0785164,0.95281,0.225577,-0.0181986,0.921972
1.75104e+09,0.29635,-0.0785164,0.95281,0.225577,-0.0181986,0.921972
1.75104e+09,0.29635,-0.0785164,0.95281,0.225577,-0.0181986,0.921972
1.75104e+09,0.29635,-0.0785164,0.95281,0.225577,-0.0181986,0.921972
1.75104e+09,0.29635,-0.0785164,0.95281,0.225577,-0.0181986,0.921972
1.75104e+09,0.29635,-0.0785164,0.95281,0.225577,-0.0181986,0.921972
1.75104e+09,0.29635,-0.0785164,0.95281,0.225577,-0.0181986,0.921972
1.75104e+09,0.310126,-0.0520227,0.942307,0.225577,-0.0181986,0.921972
1.75104e+09,0.310126,-0.0520227,0.942307,0.225577,-0.0181986,0.921972
1.75104e+09,0.310126,-0.0520227,0.942307,0.225577,-0.0181986,0.921972
1.75104e+09,0.310126,-0.0520227,0.942307,0.230826,-0.0188784,0.917131
1.75104e+09,0.310126,-0.0520227,0.942307,0.230826,-0.0188784,0.917131
1.75104e+09,0.310126,-0.0520227,0.942307,0.230826,-0.0188784,0.917131
1.75104e+09,0.310126,-0.0520227,0.942307,0.230826,-0.0188784,0.917131
1.75104e+09,0.310126,-0.0520227,0.942307,0.230826,-0.0188784,0.917131
1.75104e+09,0.310126,-0.0520227,0.942307,0.230826,-0.0188784,0.917131
1.75104e+09,0.310126,-0.0520227,0.942307,0.230826,-0.0188784,0.917131
1.75104e+09,0.310126,-0.0520227,0.942307,0.230826,-0.0188784,0.917131
1.75104e+09,0.248799,-0.000794621,0.974535,0.230826,-0.0188784,0.917131
1.75104e+09,0.248799,-0.000794621,0.974535,0.230826,-0.0188784,0.917131
1.75104e+09,0.248799,-0.000794621,0.974535,0.236058,-0.0195102,0.912334
1.75104e+09,0.248799,-0.000794621,0.974535,0.236058,-0.0195102,0.912334
1.75104e+09,0.248799,-0.000794621,0.974535,0.236058,-0.0195102,0.912334
1.75104e+09,0.248799,-0.000794621,0.974535,0.236058,-0.0195102,0.912334
1.75104e+09,0.248799,-0.000794621,0.974535,0.236058,-0.0195102,0.912334
1.75104e+09,0.248799,-0.000794621,0.974535,0.236058,-0.0195102,0.912334
1.75104e+09,0.248799,-0.000794621,0.974535,0.236058,-0.0195102,0.912334
1.75104e+09,0.248799,-0.000794621,0.974535,0.236058,-0.0195102,0.912334
1.75104e+09,0.248799,-0.000794621,0.974535,0.236058,-0.0195102,0.912334
1.75104e+09,0.218723,0.0275823,0.986666,0.236058,-0.0195102,0.912334
1.75104e+09,0.218723,0.0275823,0.986666,0.24127,-0.0200948,0.90758
1.75104e+09,0.218723,0.0275823,0.986666,0.24127,-0.0200948,0.90758
1.75104e+09,0.218723,0.0275823,0.986666,0.24127,-0.0200948,0.90758
1.75104e+09,0.218723,0.0275823,0.986666,0.24127,-0.0200948,0.90758
1.75104e+09,0.218723,0.0275823,0.986666,0.24127,-0.0200948,0.90758
1.75104e+09,0.218723,0.0275823,0.986666,0.24127,-0.0200948,0.90758
1.75104e+09,0.218723,0.0275823,0.986666,0.24127,-0.0200948,0.90758
1.75104e+09,0.218723,0.0275823,0.986666,0.24127,-0.0200948,0.90758
1.75104e+09,0.218723,0.0275823,0.986666,0.24127,-0.0200948,0.90758
1.75104e+09,0.223931,0.0301797,0.989196,0.24127,-0.0200948,0.90758
1.75104e+09,0.223931,0.0301797,0.989196,0.246462,-0.0206334,0.902869
1.75104e+09,0.223931,0.0301797,0.989196,0.246462,-0.0206334,0.902869
1.75104e+09,0.223931,0.0301797,0.989196,0.246462,-0.0206334,0.902869
1.75104e+09,0.223931,0.0301797,0.989196,0.246462,-0.0206334,0.902869
1.75104e+09,0.223931,0.0301797,0.989196,0.246462,-0.0206334,0.902869
1.75104e+09,0.223931,0.0301797,0.989196,0.246462,-0.0206334,0.902869
1.75104e+09,0.223931,0.0301797,0.989196,0.246462,-0.0206334,0.902869
1.75104e+09,0.223931,0.0301797,0.989196,0.246462,-0.0206334,0.902869
1.75104e+09,0.223931,0.0301797,0.989196,0.246462,-0.0206334,0.902869
1.75104e+09,0.223931,0.0301797,0.989196,0.246462,-0.0206334,0.902869
1.75104e+09,0.202486,0.00979561,1.00508,0.251633,-0.0211268,0.898203
1.75104e+09,0.202486,0.00979561,1.00508,0.251633,-0.0211268,0.898203
1.75104e+09,0.202486,0.00979561,1.00508,0.251633,-0.0211268,0.898203
1.75104e+09,0.202486,0.00979561,1.00508,0.251633,-0.0211268,0.898203
1.75104e+09,0.202486,0.00979561,1.00508,0.251633,-0.0211268,0.898203
1.75104e+09,0.202486,0.00979561,1.00508,0.251633,-0.0211268,0.898203
1.75104e+09,0.202486,0.00979561,1.00508,0.251633,-0.0211268,0.898203
1.75104e+09,0.202486,0.00979561,1.00508,0.251633,-0.0211268,0.898203
1.75104e+09,0.202486,0.00979561,1.00508,0.251633,-0.0211268,0.898203
1.75104e+09,0.202486,0.00979561,1.00508,0.251633,-0.0211268,0.898203
1.75104e+09,0.202486,0.00979561,1.00508,0.256781,-0.0215761,0.893582
1.75104e+09,0.202486,0.00979561,1.00508,0.256781,-0.0215761,0.893582
1.75104e+09,0.199374,-0.0128297,1.01178,0.256781,-0.0215761,0.893582
1.75104e+09,0.199374,-0.0128297,1.01178,0.256781,-0.0215761,0.893582
1.75104e+09,0.199374,-0.0128297,1.01178,0.256781,-0.0215761,0.893582
1.75104e+09,0.199374,-0.0128297,1.01178,0.256781,-0.0215761,0.893582
1.75104e+09,0.199374,-0.0128297,1.01178,0.256781,-0.0215761,0.893582
1.75104e+09,0.199374,-0.0128297,1.01178,0.256781,-0.0215761,0.893582
1.75104e+09,0.199374,-0.0128297,1.01178,0.256781,-0.0215761,0.893582
1.75104e+09,0.199374,-0.0128297,1.01178,0.261906,-0.0219821,0.889005
1.75104e+09,0.199374,-0.0128297,1.01178,0.261906,-0.0219821,0.889005
1.75104e+09,0.199374,-0.0128297,1.01178,0.261906,-0.0219821,0.889005
1.75104e+09,0.199374,-0.0128297,1.01178,0.261906,-0.0219821,0.889005
1.75104e+09,0.197143,-0.0388473,1.01052,0.261906,-0.0219821,0.889005
1.75104e+09,0.197143,-0.0388473,1.01052,0.261906,-0.0219821,0.889005
1.75104e+09,0.197143,-0.0388473,1.01052,0.261906,-0.0219821,0.889005
1.75104e+09,0.197143,-0.0388473,1.01052,0.261906,-0.0219821,0.889005
1.75104e+09,0.197143,-0.0388473,1.01052,0.261906,-0.0219821,0.889005
1.75104e+09,0.197143,-0.0388473,1.01052,0.261906,-0.0219821,0.889005
1.75104e+09,0.197143,-0.0388473,1.01052,0.267006,-0.022346,0.884474
1.75104e+09,0.197143,-0.0388473,1.01052,0.267006,-0.022346,0.884474
1.75104e+09,0.197143,-0.0388473,1.01052,0.267006,-0.022346,0.884474
1.75104e+09,0.249165,-0.0446651,0.984646,0.267006,-0.022346,0.884474
1.75104e+09,0.249165,-0.0446651,0.984646,0.267006,-0.022346,0.884474
1.75104e+09,0.249165,-0.0446651,0.984646,0.267006,-0.022346,0.884474
1.75104e+09,0.249165,-0.0446651,0.984646,0.267006,-0.022346,0.884474
1.75104e+09,0.249165,-0.0446651,0.984646,0.267006,-0.022346,0.884474
1.75104e+09,0.249165,-0.0446651,0.984646,0.267006,-0.022346,0.884474
1.75104e+09,0.249165,-0.0446651,0.984646,0.267006,-0.022346,0.884474
1.75104e+09,0.249165,-0.0446651,0.984646,0.27208,-0.0226685,0.879988
1.75104e+09,0.249165,-0.0446651,0.984646,0.27208,-0.0226685,0.879988
1.75104e+09,0.249165,-0.0446651,0.984646,0.27208,-0.0226685,0.879988
1.75104e+09,0.249165,-0.0446651,0.984646,0.27208,-0.0226685,0.879988
1.75104e+09,0.242832,-0.0164775,0.976113,0.27208,-0.0226685,0.879988
1.75104e+09,0.242832,-0.0164775,0.976113,0.27208,-0.0226685,0.879988
1.75104e+09,0.242832,-0.0164775,0.976113,0.27208,-0.0226685,0.879988
1.75104e+09,0.242832,-0.0164775,0.976113,0.27208,-0.0226685,0.879988
1.75104e+09,0.242832,-0.0164775,0.976113,0.27208,-0.0226685,0.879988
1.75104e+09,0.242832,-0.0164775,0.976113,0.27208,-0.0226685,0.879988
1.75104e+09,0.242832,-0.0164775,0.976113,0.277128,-0.0229508,0.875549
1.75104e+09,0.242832,-0.0164775,0.976113,0.277128,-0.0229508,0.875549
1.75104e+09,0.242832,-0.0164775,0.976113,0.277128,-0.0229508,0.875549
1.75104e+09,0.242832,-0.0164775,0.976113,0.277128,-0.0229508,0.875549
1.75104e+09,0.242832,-0.0164775,0.976113,0.277128,-0.0229508,0.875549
1.75104e+09,0.242832,-0.0164775,0.976113,0.277128,-0.0229508,0.875549
1.75104e+09,0.294046,0.00497792,0.94347,0.277128,-0.0229508,0.875549
1.75104e+09,0.294046,0.00497792,0.94347,0.277128,-0.0229508,0.875549
1.75104e+09,0.294046,0.00497792,0.94347,0.277128,-0.0229508,0.875549
1.75104e+09,0.294046,0.00497792,0.94347,0.277128,-0.0229508,0.875549
1.75104e+09,0.294046,0.00497792,0.94347,0.282147,-0.0231937,0.871155
1.75104e+09,0.294046,0.00497792,0.94347,0.282147,-0.0231937,0.871155
1.75104e+09,0.294046,0.00497792,0.94347,0.282147,-0.0231937,0.871155
1.75104e+09,0.294046,0.00497792,0.94347,0.282147,-0.0231937,0.871155
1.75104e+09,0.294046,0.00497792,0.94347,0.282147,-0.0231937,0.871155
1.75104e+09,0.329935,0.0289013,0.911315,0.282147,-0.0231937,0.871155
1.75104e+09,0.329935,0.0289013,0.911315,0.282147,-0.0231937,0.871155
1.75104e+09,0.329935,0.0289013,0.911315,0.282147,-0.0231937,0.871155
1.75104e+09,0.329935,0.0289013,0.911315,0.282147,-0.0231937,0.871155
1.75104e+09,0.329935,0.0289013,0.911315,0.282147,-0.0231937,0.871155
1.75104e+09,0.329935,0.0289013,0.911315,0.287138,-0.0233983,0.866809
1.75104e+09,0.329935,0.0289013,0.911315,0.287138,-0.0233983,0.866809
1.75104e+09,0.329935,0.0289013,0.911315,0.287138,-0.0233983,0.866809
1.75104e+09,0.329935,0.0289013,0.911315,0.287138,-0.0233983,0.866809
1.75104e+09,0.329935,0.0289013,0.911315,0.287138,-0.0233983,0.866809
1.75104e+09,0.329935,0.0289013,0.911315,0.287138,-0.0233983,0.866809
1.75104e+09,0.345151,0.0203259,0.887696,0.287138,-0.0233983,0.866809
1.75104e+09,0.345151,0.0203259,0.887696,0.287138,-0.0233983,0.866809
1.75104e+09,0.345151,0.0203259,0.887696,0.287138,-0.0233983,0.866809
1.75104e+09,0.345151,0.0203259,0.887696,0.287138,-0.0233983,0.866809
1.75104e+09,0.345151,0.0203259,0.887696,0.292099,-0.0235654,0.86251
1.75104e+09,0.345151,0.0203259,0.887696,0.292099,-0.0235654,0.86251
1.75104e+09,0.345151,0.0203259,0.887696,0.292099,-0.0235654,0.86251
1.75104e+09,0.345151,0.0203259,0.887696,0.292099,-0.0235654,0.86251
1.75104e+09,0.345151,0.0203259,0.887696,0.292099,-0.0235654,0.86251
1.75104e+09,0.345151,0.0203259,0.887696,0.292099,-0.0235654,0.86251
1.75104e+09,0.345151,0.0203259,0.887696,0.292099,-0.0235654,0.86251
1.75104e+09,0.345151,0.0203259,0.887696,0.292099,-0.0235654,0.86251
1.75104e+09,0.371602,-0.0203245,0.853664,0.292099,-0.0235654,0.86251
1.75104e+09,0.371602,-0.0203245,0.853664,0.292099,-0.0235654,0.86251
1.75104e+09,0.371602,-0.0203245,0.853664,0.297028,-0.0236962,0.858258
1.75104e+09,0.371602,-0.0203245,0.853664,0.297028,-0.0236962,0.858258
1.75104e+09,0.371602,-0.0203245,0.853664,0.297028,-0.0236962,0.858258
1.75104e+09,0.371602,-0.0203245,0.853664,0.297028,-0.0236962,0.858258
1.75104e+09,0.371602,-0.0203245,0.853664,0.297028,-0.0236962,0.858258
1.75104e+09,0.371602,-0.0203245,0.853664,0.297028,-0.0236962,0.858258
1.75104e+09,0.371602,-0.0203245,0.853664,0.297028,-0.0236962,0.858258
1.75104e+09,0.371602,-0.0203245,0.853664,0.297028,-0.0236962,0.858258
1.75104e+09,0.371602,-0.0203245,0.853664,0.297028,-0.0236962,0.858258
1.75104e+09,0.329525,-0.0676986,0.86572,0.297028,-0.0236962,0.858258
1.75104e+09,0.329525,-0.0676986,0.86572,0.301925,-0.0237914,0.854054
1.75104e+09,0.329525,-0.0676986,0.86572,0.301925,-0.0237914,0.854054
1.75104e+09,0.329525,-0.0676986,0.86572,0.301925,-0.0237914,0.854054
1.75104e+09,0.329525,-0.0676986,0.86572,0.301925,-0.0237914,0.854054
1.75104e+09,0.329525,-0.0676986,0.86572,0.301925,-0.0237914,0.854054
1.75104e+09,0.329525,-0.0676986,0.86572,0.301925,-0.0237914,0.854054
1.75104e+09,0.329525,-0.0676986,0.86572,0.301925,-0.0237914,0.854054
1.75104e+09,0.329525,-0.0676986,0.86572,0.301925,-0.0237914,0.854054
1.75104e+09,0.30542,-0.106298,0.866247,0.301925,-0.0237914,0.854054
1.75104e+09,0.30542,-0.106298,0.866247,0.301925,-0.0237914,0.854054
1.75104e+09,0.30542,-0.106298,0.866247,0.306789,-0.0238522,0.849898
1.75104e+09,0.30542,-0.106298,0.866247,0.306789,-0.0238522,0.849898
1.75104e+09,0.30542,-0.106298,0.866247,0.306789,-0.0238522,0.849898
1.75104e+09,0.30542,-0.106298,0.866247,0.306789,-0.0238522,0.849898
1.75104e+09,0.30542,-0.106298,0.866247,0.306789,-0.0238522,0.849898
1.75104e+09,0.30542,-0.106298,0.866247,0.306789,-0.0238522,0.849898
1.75104e+09,0.30542,-0.106298,0.866247,0.306789,-0.0238522,0.849898
1.75104e+09,0.30542,-0.106298,0.866247,0.306789,-0.0238522,0.849898
1.75104e+09,0.30542,-0.106298,0.866247,0.306789,-0.0238522,0.849898
1.75104e+09,0.30542,-0.106298,0.866247,0.311618,-0.0238794,0.84579
1.75104e+09,0.334199,-0.0975795,0.833306,0.311618,-0.0238794,0.84579
1.75104e+09,0.334199,-0.0975795,0.833306,0.311618,-0.0238794,0.84579
1.75104e+09,0.334199,-0.0975795,0.833306,0.311618,-0.0238794,0.84579
1.75104e+09,0.334199,-0.0975795,0.833306,0.311618,-0.0238794,0.84579
1.75104e+09,0.334199,-0.0975795,0.833306,0.311618,-0.0238794,0.84579
1.75104e+09,0.334199,-0.0975795,0.833306,0.311618,-0.0238794,0.84579
1.75104e+09,0.334199,-0.0975795,0.833306,0.311618,-0.0238794,0.84579
1.75104e+09,0.334199,-0.0975795,0.833306,0.311618,-0.0238794,0.84579
